Date,Close/Last,Volume,Open,High,Low
12/17/2024,249.96,4027848,250.48,251.17,248.03
12/16/2024,253.25,4892952,250.50,254.355,248.92
12/13/2024,249.49,8628587,249.52,251.63,246.05
12/12/2024,243.37,3979280,244.01,244.64,241.93
12/11/2024,245.75,5588413,243.645,247.04,241.73
12/10/2024,239.88,6402370,246.43,247.15,238.37
12/09/2024,246.07,4532551,246.22,248.96,244.93
12/06/2024,248.61,3885289,247.88,249.4216,247.21
12/05/2024,248.30,3872077,251.89,252.16,247.58
12/04/2024,252.63,5457365,252.23,253.065,249.32
12/03/2024,248.42,3227262,246.93,248.68,245.93
12/02/2024,247.87,8070277,243.35,249.15,243.35
11/29/2024,242.13,5607353,240.00,244.49,239.59
11/27/2024,238.25,6911612,239.66,239.80,234.17
11/26/2024,241.42,4996487,245.82,246.12,239.89
11/25/2024,243.66,4562667,246.35,246.35,242.2765
11/22/2024,244.62,4746337,245.97,246.64,243.31
11/21/2024,246.10,8825388,245.52,248.1899,239.60
11/20/2024,242.54,7585585,243.33,243.75,238.65
11/19/2024,244.18,4505181,241.10,244.27,240.60
11/18/2024,241.54,7707042,239.025,242.17,237.39
11/15/2024,239.95,9499673,244.17,244.57,238.8001
11/14/2024,248.18,4607584,249.56,250.96,247.38
11/13/2024,247.63,5537892,250.65,251.18,247.22
11/12/2024,251.86,6574034,253.10,253.57,248.86
11/11/2024,253.53,7667252,257.92,258.05,250.99
11/08/2024,259.34,3915598,260.76,261.88,257.92
11/07/2024,261.02,5370187,258.39,261.15,258.14
11/06/2024,254.81,7284403,252.29,255.69,250.21
11/05/2024,248.31,4344210,245.25,249.04,245.08
11/04/2024,244.27,5199206,245.31,247.51,243.41
11/01/2024,244.75,5520983,244.19,247.29,243.35
10/31/2024,241.68,9464712,248.27,248.27,240.28
10/30/2024,250.68,5348394,251.74,253.00,249.45
10/29/2024,256.92,5392840,251.90,258.33,250.86
10/28/2024,251.21,3557268,252.77,253.05,251.00
10/25/2024,252.96,6835930,252.49,256.55,252.30
10/24/2024,250.06,2595528,250.87,251.20,248.20
10/23/2024,249.01,4971630,250.45,251.67,245.84
10/22/2024,251.69,3629141,251.33,252.49,249.67
10/21/2024,252.84,3923395,251.00,253.05,249.49
10/18/2024,251.51,3720736,253.50,253.52,250.86
10/17/2024,251.58,6744992,255.175,256.17,251.50
